31/03/2023, 8:53:02 pm,1,1
31/03/2023, 8:53:04 pm,2,3
31/03/2023, 8:53:05 pm,3,3
31/03/2023, 8:53:07 pm,6,3
31/03/2023, 8:53:09 pm,6,9
31/03/2023, 8:53:10 pm,12,8
31/03/2023, 8:53:12 pm,12,7
31/03/2023, 8:53:14 pm,14,9
31/03/2023, 8:53:15 pm,13,7
31/03/2023, 8:53:17 pm,13,7
31/03/2023, 8:53:18 pm,11,7
31/03/2023, 8:53:20 pm,11,6
31/03/2023, 8:53:22 pm,9,7
31/03/2023, 8:53:23 pm,9,6
31/03/2023, 8:53:25 pm,11,4
31/03/2023, 8:53:27 pm,8,8
31/03/2023, 8:53:28 pm,6,7
31/03/2023, 8:53:30 pm,7,6
31/03/2023, 8:53:31 pm,6,6
31/03/2023, 8:53:33 pm,3,7
31/03/2023, 8:53:35 pm,5,6
31/03/2023, 8:53:36 pm,5,3
31/03/2023, 8:53:38 pm,11,4
31/03/2023, 8:53:40 pm,9,94
31/03/2023, 8:53:41 pm,140,195
31/03/2023, 8:53:43 pm,11884,310
31/03/2023, 8:53:45 pm,50870,208
31/03/2023, 8:53:46 pm,236496,785
31/03/2023, 8:53:48 pm,105245,63
31/03/2023, 8:53:49 pm,18876,35
31/03/2023, 8:53:51 pm,36554,33
31/03/2023, 8:53:53 pm,13564,29
31/03/2023, 8:53:54 pm,3385,25
31/03/2023, 8:53:56 pm,12696,72
31/03/2023, 8:53:58 pm,16538,310
31/03/2023, 8:53:59 pm,70791,404
31/03/2023, 8:54:01 pm,1960415,462
31/03/2023, 8:54:02 pm,1,527
31/03/2023, 8:54:04 pm,0,896
31/03/2023, 8:54:06 pm,0,1168
31/03/2023, 8:54:07 pm,0,1168
31/03/2023, 8:54:09 pm,1,1248
31/03/2023, 8:54:11 pm,1,1523
31/03/2023, 8:54:12 pm,1,1425
31/03/2023, 8:54:14 pm,1,1425
31/03/2023, 8:54:16 pm,1,1425
31/03/2023, 8:54:17 pm,1,734
31/03/2023, 8:54:19 pm,0,1523
31/03/2023, 8:54:20 pm,0,1627
31/03/2023, 8:54:22 pm,1,1093
31/03/2023, 8:54:24 pm,1081467,687
31/03/2023, 8:54:25 pm,4410,77
31/03/2023, 8:54:27 pm,559,33
31/03/2023, 8:54:29 pm,170,18
31/03/2023, 8:54:30 pm,48,15
31/03/2023, 8:54:32 pm,63,6
31/03/2023, 8:54:33 pm,82,6
31/03/2023, 8:54:35 pm,45,8
31/03/2023, 8:54:37 pm,45,8
31/03/2023, 8:54:38 pm,35,7
31/03/2023, 8:54:40 pm,29,3
31/03/2023, 8:54:42 pm,27,6
31/03/2023, 8:54:43 pm,23,6
31/03/2023, 8:54:45 pm,21,6
31/03/2023, 8:54:47 pm,18,4
31/03/2023, 8:54:48 pm,29,7
31/03/2023, 8:54:50 pm,19,8
31/03/2023, 8:54:51 pm,15,6
31/03/2023, 8:54:53 pm,16,5
31/03/2023, 8:54:55 pm,13,5
31/03/2023, 8:54:56 pm,6,5
31/03/2023, 8:54:58 pm,9,5
31/03/2023, 8:55:00 pm,15,11
31/03/2023, 8:55:01 pm,12,6
31/03/2023, 8:55:03 pm,15,7
31/03/2023, 8:55:04 pm,12,5
31/03/2023, 8:55:06 pm,13,8
31/03/2023, 8:55:08 pm,12,5
31/03/2023, 8:55:09 pm,8,6
31/03/2023, 8:55:11 pm,12,6
31/03/2023, 8:55:13 pm,11,10
31/03/2023, 8:55:14 pm,13,6
31/03/2023, 8:55:16 pm,9,5
31/03/2023, 8:55:17 pm,11,5
31/03/2023, 8:55:19 pm,11,5
31/03/2023, 8:55:21 pm,11,5
31/03/2023, 8:55:22 pm,13,5
31/03/2023, 8:55:24 pm,11,10
31/03/2023, 8:55:26 pm,11,5
31/03/2023, 8:55:27 pm,11,5
31/03/2023, 8:55:29 pm,9,5
31/03/2023, 8:55:31 pm,11,4
31/03/2023, 8:55:32 pm,6,6
31/03/2023, 8:55:34 pm,9,5
31/03/2023, 8:55:37 pm,9,5
31/03/2023, 8:55:42 pm,9,5
31/03/2023, 8:55:44 pm,7,6
31/03/2023, 8:55:45 pm,11,3
31/03/2023, 8:55:47 pm,7,5
31/03/2023, 8:55:48 pm,10,4
31/03/2023, 8:55:50 pm,7,5
31/03/2023, 8:55:52 pm,7,5
31/03/2023, 8:55:53 pm,7,6
31/03/2023, 8:55:55 pm,6,5
31/03/2023, 8:55:57 pm,7,5
31/03/2023, 8:55:58 pm,8,5
31/03/2023, 8:56:00 pm,8,10
31/03/2023, 8:56:02 pm,10,3
31/03/2023, 8:56:03 pm,7,5
31/03/2023, 8:56:05 pm,7,5
31/03/2023, 8:56:06 pm,7,5
31/03/2023, 8:56:08 pm,8,5
31/03/2023, 8:56:10 pm,7,5
31/03/2023, 8:56:11 pm,6,6
31/03/2023, 8:56:13 pm,6,4
31/03/2023, 8:56:15 pm,8,5
31/03/2023, 8:56:16 pm,6,5
31/03/2023, 8:56:18 pm,6,3
31/03/2023, 8:56:19 pm,6,4
31/03/2023, 8:56:21 pm,6,8
31/03/2023, 8:56:23 pm,8,5
31/03/2023, 8:56:24 pm,6,3
31/03/2023, 8:56:26 pm,6,3
31/03/2023, 8:56:28 pm,7,5
31/03/2023, 8:56:29 pm,7,4
31/03/2023, 8:56:31 pm,6,4
31/03/2023, 8:56:33 pm,6,6
31/03/2023, 8:56:34 pm,7,5
31/03/2023, 8:56:36 pm,3,5
31/03/2023, 8:56:37 pm,6,3
31/03/2023, 8:56:39 pm,6,4
31/03/2023, 8:56:41 pm,8,5
31/03/2023, 8:56:42 pm,8,5
31/03/2023, 8:56:44 pm,6,6
31/03/2023, 8:56:46 pm,8,5
31/03/2023, 8:56:47 pm,8,5
31/03/2023, 8:56:49 pm,7,4
31/03/2023, 8:56:50 pm,11,4
