31/03/2023, 2:27:45 pm,15,21
31/03/2023, 2:27:47 pm,15,15
31/03/2023, 2:27:50 pm,15,20
31/03/2023, 2:27:53 pm,15,17
31/03/2023, 2:27:55 pm,15,21
31/03/2023, 2:27:58 pm,15,22
31/03/2023, 2:28:01 pm,15,15
31/03/2023, 2:28:03 pm,15,22
31/03/2023, 2:28:06 pm,15,15
31/03/2023, 2:28:08 pm,16,17
31/03/2023, 2:28:11 pm,15,14
31/03/2023, 2:28:14 pm,15,11
31/03/2023, 2:28:16 pm,15,21
31/03/2023, 2:28:22 pm,15,20
31/03/2023, 7:59:12 pm,0,0
31/03/2023, 7:59:12 pm,0,0
31/03/2023, 8:13:37 pm,0,0
31/03/2023, 8:13:45 pm,0,0
31/03/2023, 8:14:04 pm,0,0
31/03/2023, 8:14:06 pm,0,0
31/03/2023, 8:14:09 pm,0,0
31/03/2023, 8:14:25 pm,0,0
31/03/2023, 8:14:48 pm,0,0
31/03/2023, 8:14:54 pm,0,0
31/03/2023, 8:14:59 pm,0,0
31/03/2023, 8:15:02 pm,0,0
31/03/2023, 8:15:04 pm,0,0
31/03/2023, 8:15:07 pm,0,0
31/03/2023, 8:15:15 pm,0,0
31/03/2023, 8:15:25 pm,0,0
31/03/2023, 8:15:31 pm,0,0
31/03/2023, 8:15:36 pm,0,0
31/03/2023, 8:15:57 pm,0,0
31/03/2023, 8:15:59 pm,0,0
31/03/2023, 8:16:02 pm,0,0
31/03/2023, 8:16:10 pm,0,0
31/03/2023, 8:16:13 pm,24645,11884
31/03/2023, 8:16:15 pm,0,0
31/03/2023, 8:16:18 pm,0,0
31/03/2023, 8:16:20 pm,0,0
31/03/2023, 8:16:23 pm,20201,9747
31/03/2023, 8:16:26 pm,0,0
31/03/2023, 8:16:28 pm,0,0
31/03/2023, 8:16:31 pm,26334,13564
31/03/2023, 8:16:34 pm,21585,10413
31/03/2023, 8:16:39 pm,18905,10413
31/03/2023, 8:16:42 pm,0,3
31/03/2023, 8:16:44 pm,0,0
31/03/2023, 8:16:47 pm,0,0
31/03/2023, 8:16:49 pm,0,0
31/03/2023, 8:16:52 pm,0,0
31/03/2023, 8:16:55 pm,0,0
31/03/2023, 8:16:57 pm,0,0
31/03/2023, 8:17:00 pm,0,0
31/03/2023, 8:17:03 pm,0,0
31/03/2023, 8:17:05 pm,0,0
31/03/2023, 8:17:08 pm,0,0
31/03/2023, 8:17:11 pm,0,0
31/03/2023, 8:17:13 pm,0,0
31/03/2023, 8:17:16 pm,0,0
31/03/2023, 8:17:18 pm,0,0
31/03/2023, 8:17:21 pm,0,0
31/03/2023, 8:17:24 pm,21585,10413
31/03/2023, 8:17:29 pm,17692,6137
31/03/2023, 8:17:37 pm,0,0
31/03/2023, 8:17:42 pm,0,0
31/03/2023, 8:17:45 pm,0,0
31/03/2023, 8:17:50 pm,0,0
31/03/2023, 8:17:53 pm,0,0
31/03/2023, 8:17:55 pm,0,0
31/03/2023, 8:17:58 pm,0,0
31/03/2023, 8:18:00 pm,0,0
31/03/2023, 8:18:03 pm,0,0
31/03/2023, 8:18:06 pm,0,0
